"Population by Mother tongue","Number"
"Avadhi",""
"Female","10862"
"Male","11770"
"","22632"
"Bangla",""
"Female","9"
"Male","9"
"","18"
"Bhojpuri",""
"Female","36"
"Male","41"
"","77"
"Doteli",""
"Female","10"
"Male","8"
"","18"
"Gurung",""
"Female","12"
"Male","9"
"","21"
"Hindi",""
"Female","384"
"Male","385"
"","769"
"Kham",""
"Female","134"
"Male","119"
"","253"
"Magar",""
"Female","557"
"Male","460"
"","1017"
"Maithili",""
"Female","262"
"Male","296"
"","558"
"Nepali",""
"Female","10161"
"Male","8811"
"","18972"
"Newar",""
"Female","18"
"Male","19"
"","37"
"Not Reported",""
"Female","12"
"Male","14"
"","26"
"Others",""
"Female","15"
"Male","5"
"","20"
"Rai",""
"Female","19"
"Male","12"
"","31"
"Sherpa",""
"Female","62"
"Male","70"
"","132"
"Tamang",""
"Female","19"
"Male","18"
"","37"
"Tharu",""
"Female","5970"
"Male","5859"
"","11829"
"Uranw/Urau",""
"Female","6"
"Male","11"
"","17"
"Urdu",""
"Female","5048"
"Male","5209"
"","10257"
"Yakkha",""
"Female","24"
"Male","36"
"","60"
