"Population by Educational Attainment","Number"
"Beginners",""
"Female","378"
"Male","519"
"Graduate and Equivalent",""
"Female","106"
"Male","230"
"Intermediate and Equivalent",""
"Female","441"
"Male","624"
"Level not Stated",""
"Female","61"
"Male","69"
"Lower Secondary (Class 6-8)",""
"Female","2786"
"Male","2878"
"Non Formal Education",""
"Female","370"
"Male","280"
"Others",""
"Female","10"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","23"
"Male","83"
"Primary Education (1-5 Class)",""
"Female","5616"
"Male","6127"
"Secondary Level (Class 9-10)",""
"Female","1290"
"Male","1482"
"SLC and Equivalent",""
"Female","671"
"Male","921"
