"Population by Educational Attainment","Number"
"Beginners",""
"Female","145"
"Male","177"
"Graduate and Equivalent",""
"Female","5"
"Male","32"
"Intermediate and Equivalent",""
"Female","62"
"Male","111"
"Level not Stated",""
"Female","7"
"Male","13"
"Lower Secondary (Class 6-8)",""
"Female","1019"
"Male","1027"
"Non Formal Education",""
"Female","55"
"Male","81"
"Others",""
"Female","0"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","10"
"Primary Education (1-5 Class)",""
"Female","1786"
"Male","2170"
"Secondary Level (Class 9-10)",""
"Female","374"
"Male","474"
"SLC and Equivalent",""
"Female","276"
"Male","355"
