"Population by Educational Attainment","Number"
"Beginners",""
"Female","193"
"Male","254"
"","447"
"Graduate and Equivalent",""
"Female","77"
"Male","172"
"","249"
"Intermediate and Equivalent",""
"Female","344"
"Male","498"
"","842"
"Level not Stated",""
"Female","70"
"Male","144"
"","214"
"Lower Secondary (Class 6-8)",""
"Female","1187"
"Male","1477"
"","2664"
"Non Formal Education",""
"Female","142"
"Male","225"
"","367"
"Others",""
"Female","5"
"Male","13"
"","18"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","37"
"","44"
"Primary Education (1-5 Class)",""
"Female","2304"
"Male","2578"
"","4882"
"Secondary Level (Class 9-10)",""
"Female","817"
"Male","1148"
"","1965"
"SLC and Equivalent",""
"Female","721"
"Male","1060"
"","1781"
