"Population by disability type","Number"
"Blind/low vision",""
"Female","51"
"Male","49"
"","100"
"Deaf/hard of hearing",""
"Female","48"
"Male","62"
"","110"
"Deaf-Blind",""
"Female","1"
"Male","11"
"","12"
"Intellectual disable",""
"Female","2"
"Male","3"
"","5"
"Mental disable",""
"Female","5"
"Male","8"
"","13"
"Multiple disable",""
"Female","4"
"Male","11"
"","15"
"No disability",""
"Female","6236"
"Male","6019"
"","12255"
"Physical",""
"Female","101"
"Male","187"
"","288"
"Speech problem",""
"Female","20"
"Male","28"
"","48"
