"Population by Educational Attainment","Number"
"Beginners",""
"Female","252"
"Male","266"
"Graduate and Equivalent",""
"Female","29"
"Male","84"
"Intermediate and Equivalent",""
"Female","162"
"Male","214"
"Level not Stated",""
"Female","12"
"Male","7"
"Lower Secondary (Class 6-8)",""
"Female","1549"
"Male","1346"
"Non Formal Education",""
"Female","664"
"Male","442"
"Others",""
"Female","6"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","26"
"Primary Education (1-5 Class)",""
"Female","2550"
"Male","2794"
"Secondary Level (Class 9-10)",""
"Female","866"
"Male","746"
"SLC and Equivalent",""
"Female","513"
"Male","501"
