"Population by Single Year of Age","Number"
"0",""
"Female","258"
"Male","290"
"1",""
"Female","235"
"Male","210"
"10",""
"Female","622"
"Male","623"
"11",""
"Female","249"
"Male","244"
"12",""
"Female","454"
"Male","517"
"13",""
"Female","289"
"Male","299"
"14",""
"Female","353"
"Male","355"
"15",""
"Female","342"
"Male","339"
"16",""
"Female","274"
"Male","317"
"17",""
"Female","183"
"Male","164"
"18",""
"Female","250"
"Male","296"
"19",""
"Female","152"
"Male","164"
"2",""
"Female","353"
"Male","334"
"20",""
"Female","369"
"Male","292"
"21",""
"Female","137"
"Male","108"
"22",""
"Female","250"
"Male","184"
"23",""
"Female","179"
"Male","108"
"24",""
"Female","229"
"Male","134"
"25",""
"Female","422"
"Male","370"
"26",""
"Female","163"
"Male","120"
"27",""
"Female","122"
"Male","108"
"28",""
"Female","255"
"Male","165"
"29",""
"Female","136"
"Male","75"
"3",""
"Female","349"
"Male","374"
"30",""
"Female","478"
"Male","346"
"31",""
"Female","64"
"Male","32"
"32",""
"Female","217"
"Male","157"
"33",""
"Female","138"
"Male","61"
"34",""
"Female","147"
"Male","56"
"35",""
"Female","400"
"Male","418"
"36",""
"Female","98"
"Male","119"
"37",""
"Female","80"
"Male","63"
"38",""
"Female","210"
"Male","127"
"39",""
"Female","89"
"Male","37"
"4",""
"Female","406"
"Male","437"
"40",""
"Female","397"
"Male","419"
"41",""
"Female","44"
"Male","48"
"42",""
"Female","117"
"Male","120"
"43",""
"Female","117"
"Male","24"
"44",""
"Female","113"
"Male","44"
"45",""
"Female","287"
"Male","381"
"46",""
"Female","40"
"Male","54"
"47",""
"Female","45"
"Male","44"
"48",""
"Female","173"
"Male","96"
"49",""
"Female","76"
"Male","32"
"5",""
"Female","434"
"Male","460"
"50",""
"Female","283"
"Male","351"
"51",""
"Female","29"
"Male","40"
"52",""
"Female","84"
"Male","103"
"53",""
"Female","72"
"Male","19"
"54",""
"Female","90"
"Male","32"
"55",""
"Female","248"
"Male","341"
"56",""
"Female","40"
"Male","60"
"57",""
"Female","26"
"Male","38"
"58",""
"Female","108"
"Male","94"
"59",""
"Female","53"
"Male","18"
"6",""
"Female","393"
"Male","406"
"60",""
"Female","240"
"Male","285"
"61",""
"Female","30"
"Male","33"
"62",""
"Female","55"
"Male","49"
"63",""
"Female","54"
"Male","20"
"64",""
"Female","50"
"Male","27"
"65",""
"Female","179"
"Male","221"
"66",""
"Female","30"
"Male","28"
"67",""
"Female","26"
"Male","17"
"68",""
"Female","47"
"Male","47"
"69",""
"Female","19"
"Male","17"
"7",""
"Female","332"
"Male","402"
"70",""
"Female","141"
"Male","147"
"71",""
"Female","12"
"Male","4"
"72",""
"Female","24"
"Male","21"
"73",""
"Female","2"
"Male","12"
"74",""
"Female","13"
"Male","4"
"75",""
"Female","102"
"Male","59"
"76",""
"Female","17"
"Male","8"
"77",""
"Female","8"
"Male","5"
"78",""
"Female","11"
"Male","10"
"79",""
"Female","9"
"Male","2"
"8",""
"Female","523"
"Male","506"
"80",""
"Female","41"
"Male","43"
"81",""
"Female","2"
"Male","2"
"82",""
"Female","3"
"Male","3"
"83",""
"Female","0"
"Male","2"
"84",""
"Female","2"
"Male","0"
"85",""
"Female","60"
"Male","33"
"9",""
"Female","277"
"Male","269"
