"Population by Educational Attainment","Number"
"Beginners",""
"Female","141"
"Male","156"
"Graduate and Equivalent",""
"Female","30"
"Male","91"
"Intermediate and Equivalent",""
"Female","179"
"Male","212"
"Level not Stated",""
"Female","10"
"Male","18"
"Lower Secondary (Class 6-8)",""
"Female","1764"
"Male","1651"
"Non Formal Education",""
"Female","278"
"Male","320"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","12"
"Primary Education (1-5 Class)",""
"Female","2956"
"Male","3545"
"Secondary Level (Class 9-10)",""
"Female","974"
"Male","1004"
"SLC and Equivalent",""
"Female","605"
"Male","544"
