"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","64"
"Male","55"
"Baraee",""
"Female","3"
"Male","15"
"Bin",""
"Female","0"
"Male","14"
"Bote",""
"Female","302"
"Male","273"
"Brahman - Hill",""
"Female","9798"
"Male","8074"
"Brahman - Tarai",""
"Female","5"
"Male","11"
"Chepang /Praja",""
"Female","12"
"Male","10"
"Chhetri",""
"Female","2669"
"Male","2255"
"Damai/Dholi",""
"Female","765"
"Male","713"
"Darai",""
"Female","29"
"Male","21"
"Ghale",""
"Female","4"
"Male","7"
"Gharti/Bhujel",""
"Female","120"
"Male","96"
"Gurung",""
"Female","1609"
"Male","1228"
"Hajam/Thakur",""
"Female","15"
"Male","24"
"Kalwar",""
"Female","11"
"Male","31"
"Kami",""
"Female","1939"
"Male","1614"
"Kanu",""
"Female","17"
"Male","45"
"Kathabaniyan",""
"Female","29"
"Male","48"
"Koiri/Kushwaha",""
"Female","53"
"Male","58"
"Kumal",""
"Female","540"
"Male","488"
"Limbu",""
"Female","10"
"Male","8"
"Lohar",""
"Female","11"
"Male","11"
"Magar",""
"Female","4009"
"Male","3149"
"Majhi",""
"Female","37"
"Male","61"
"Mallaha",""
"Female","8"
"Male","24"
"Marwadi",""
"Female","4"
"Male","12"
"Musahar",""
"Female","221"
"Male","216"
"Musalman",""
"Female","131"
"Male","190"
"Newar",""
"Female","1224"
"Male","1037"
"Nuniya",""
"Female","0"
"Male","11"
"Others",""
"Female","51"
"Male","60"
"Rai",""
"Female","92"
"Male","71"
"Rajput",""
"Female","3"
"Male","8"
"Sanyasi/Dasnami",""
"Female","389"
"Male","358"
"Sarki",""
"Female","242"
"Male","217"
"Tamang",""
"Female","556"
"Male","504"
"Teli",""
"Female","24"
"Male","36"
"Terai Others",""
"Female","25"
"Male","29"
"Thakuri",""
"Female","392"
"Male","310"
"Tharu",""
"Female","8378"
"Male","7199"
"Yadav",""
"Female","14"
"Male","25"
