"Population by Educational Attainment","Number"
"Beginners",""
"Female","904"
"Male","1109"
"Graduate and Equivalent",""
"Female","360"
"Male","549"
"Intermediate and Equivalent",""
"Female","1337"
"Male","1342"
"Level not Stated",""
"Female","79"
"Male","103"
"Lower Secondary (Class 6-8)",""
"Female","5428"
"Male","4953"
"Non Formal Education",""
"Female","1154"
"Male","694"
"Others",""
"Female","16"
"Male","14"
"Post Graduate Equivalent and Above",""
"Female","64"
"Male","216"
"Primary Education (1-5 Class)",""
"Female","7307"
"Male","7683"
"Secondary Level (Class 9-10)",""
"Female","3339"
"Male","2813"
"SLC and Equivalent",""
"Female","2541"
"Male","2618"
