"Population by Educational Attainment","Number"
"Beginners",""
"Female","400"
"Male","444"
"","844"
"Graduate and Equivalent",""
"Female","34"
"Male","171"
"","205"
"Intermediate and Equivalent",""
"Female","148"
"Male","361"
"","509"
"Level not Stated",""
"Female","34"
"Male","46"
"","80"
"Lower Secondary (Class 6-8)",""
"Female","1697"
"Male","2323"
"","4020"
"Non Formal Education",""
"Female","296"
"Male","304"
"","600"
"Others",""
"Female","8"
"Male","10"
"","18"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","18"
"","19"
"Primary Education (1-5 Class)",""
"Female","3470"
"Male","4532"
"","8002"
"Secondary Level (Class 9-10)",""
"Female","1007"
"Male","1423"
"","2430"
"SLC and Equivalent",""
"Female","1026"
"Male","1319"
"","2345"
