"Population by Educational Attainment","Number"
"Beginners",""
"Female","325"
"Male","402"
"","727"
"Graduate and Equivalent",""
"Female","12"
"Male","41"
"","53"
"Intermediate and Equivalent",""
"Female","61"
"Male","83"
"","144"
"Level not Stated",""
"Female","46"
"Male","53"
"","99"
"Lower Secondary (Class 6-8)",""
"Female","717"
"Male","982"
"","1699"
"Non Formal Education",""
"Female","197"
"Male","190"
"","387"
"Others",""
"Female","7"
"Male","6"
"","13"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","5"
"","6"
"Primary Education (1-5 Class)",""
"Female","2579"
"Male","3093"
"","5672"
"Secondary Level (Class 9-10)",""
"Female","325"
"Male","379"
"","704"
"SLC and Equivalent",""
"Female","121"
"Male","217"
"","338"
