"Population by disability type","Number"
"Blind/low vision",""
"Female","81"
"Male","101"
"","182"
"Deaf/hard of hearing",""
"Female","34"
"Male","39"
"","73"
"Deaf-Blind",""
"Female","6"
"Male","6"
"","12"
"Intellectual disable",""
"Female","7"
"Male","21"
"","28"
"Mental disable",""
"Female","13"
"Male","32"
"","45"
"Multiple disable",""
"Female","12"
"Male","18"
"","30"
"No disability",""
"Female","20488"
"Male","19940"
"","40428"
"Physical",""
"Female","81"
"Male","122"
"","203"
"Speech problem",""
"Female","32"
"Male","45"
"","77"
