"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","965"
"Male","882"
"Bangali",""
"Female","25"
"Male","16"
"Bhote",""
"Female","217"
"Male","211"
"Bote",""
"Female","16"
"Male","13"
"Brahman - Hill",""
"Female","20499"
"Male","19128"
"Brahman - Tarai",""
"Female","16"
"Male","17"
"Chhantyal/Chhantel",""
"Female","139"
"Male","115"
"Chhetri",""
"Female","56402"
"Male","51423"
"Dalit Others",""
"Female","31"
"Male","23"
"Damai/Dholi",""
"Female","8262"
"Male","7398"
"Gaine",""
"Female","294"
"Male","278"
"Gharti/Bhujel",""
"Female","6"
"Male","8"
"Gurung",""
"Female","2446"
"Male","2086"
"Hajam/Thakur",""
"Female","16"
"Male","28"
"Halwai",""
"Female","45"
"Male","61"
"Kalwar",""
"Female","6"
"Male","18"
"Kami",""
"Female","34093"
"Male","29448"
"Kathabaniyan",""
"Female","23"
"Male","40"
"Kayastha",""
"Female","4"
"Male","7"
"Kumal",""
"Female","100"
"Male","87"
"Kurmi",""
"Female","7"
"Male","10"
"Limbu",""
"Female","19"
"Male","20"
"Lohar",""
"Female","83"
"Male","71"
"Magar",""
"Female","34483"
"Male","31023"
"Majhi",""
"Female","123"
"Male","107"
"Musahar",""
"Female","18"
"Male","11"
"Musalman",""
"Female","836"
"Male","951"
"Newar",""
"Female","935"
"Male","840"
"Others",""
"Female","282"
"Male","244"
"Rai",""
"Female","63"
"Male","68"
"Rajdhob",""
"Female","15"
"Male","13"
"Raji",""
"Female","612"
"Male","556"
"Sanyasi/Dasnami",""
"Female","3079"
"Male","2839"
"Sarki",""
"Female","4305"
"Male","3790"
"Sherpa",""
"Female","17"
"Male","10"
"Tamang",""
"Female","171"
"Male","150"
"Teli",""
"Female","15"
"Male","27"
"Terai Others",""
"Female","233"
"Male","184"
"Thakali",""
"Female","12"
"Male","17"
"Thakuri",""
"Female","8366"
"Male","7428"
"Thami",""
"Female","31"
"Male","27"
"Tharu",""
"Female","3320"
"Male","2984"
"Yadav",""
"Female","16"
"Male","15"
