"Population by Mother tongue","Number"
"Avadhi",""
"Female","16"
"Male","20"
"Belhare",""
"Female","169"
"Male","163"
"Bhojpuri",""
"Female","63"
"Male","115"
"Chhantyal",""
"Female","90"
"Male","60"
"English",""
"Female","9"
"Male","6"
"Gurung",""
"Female","511"
"Male","423"
"Hindi",""
"Female","312"
"Male","398"
"Jumli",""
"Female","8"
"Male","9"
"Kham",""
"Female","5"
"Male","9"
"Limbu",""
"Female","8"
"Male","9"
"Magar",""
"Female","12673"
"Male","11646"
"Maithili",""
"Female","178"
"Male","281"
"Nepali",""
"Female","162371"
"Male","145589"
"Newar",""
"Female","298"
"Male","301"
"Not Reported",""
"Female","53"
"Male","34"
"Others",""
"Female","96"
"Male","122"
"Rai",""
"Female","17"
"Male","12"
"Raji",""
"Female","504"
"Male","475"
"Sherpa",""
"Female","9"
"Male","5"
"Sign Language",""
"Female","9"
"Male","2"
"Tamang",""
"Female","57"
"Male","55"
"Thakali",""
"Female","5"
"Male","6"
"Tharu",""
"Female","3059"
"Male","2758"
"Urdu",""
"Female","126"
"Male","174"
