"Population by Educational Attainment","Number"
"Beginners",""
"Female","4637"
"Male","5052"
"Graduate and Equivalent",""
"Female","920"
"Male","2231"
"Intermediate and Equivalent",""
"Female","3582"
"Male","5196"
"Level not Stated",""
"Female","555"
"Male","427"
"Lower Secondary (Class 6-8)",""
"Female","24582"
"Male","26259"
"Non Formal Education",""
"Female","7730"
"Male","4803"
"Others",""
"Female","95"
"Male","127"
"Post Graduate Equivalent and Above",""
"Female","170"
"Male","757"
"Primary Education (1-5 Class)",""
"Female","47293"
"Male","51714"
"Secondary Level (Class 9-10)",""
"Female","10730"
"Male","12699"
"SLC and Equivalent",""
"Female","7337"
"Male","9656"
