"Population by Educational Attainment","Number"
"Beginners",""
"Female","376"
"Male","395"
"","771"
"Graduate and Equivalent",""
"Female","28"
"Male","120"
"","148"
"Intermediate and Equivalent",""
"Female","180"
"Male","282"
"","462"
"Level not Stated",""
"Female","54"
"Male","54"
"","108"
"Lower Secondary (Class 6-8)",""
"Female","1876"
"Male","1900"
"","3776"
"Non Formal Education",""
"Female","299"
"Male","344"
"","643"
"Others",""
"Female","4"
"Male","9"
"","13"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","26"
"","30"
"Primary Education (1-5 Class)",""
"Female","3783"
"Male","4321"
"","8104"
"Secondary Level (Class 9-10)",""
"Female","975"
"Male","1059"
"","2034"
"SLC and Equivalent",""
"Female","762"
"Male","1020"
"","1782"
