"Population by Educational Attainment","Number"
"Beginners",""
"Female","2125"
"Male","2497"
"","4622"
"Graduate and Equivalent",""
"Female","576"
"Male","1489"
"","2065"
"Intermediate and Equivalent",""
"Female","2070"
"Male","2870"
"","4940"
"Level not Stated",""
"Female","261"
"Male","303"
"","564"
"Lower Secondary (Class 6-8)",""
"Female","11551"
"Male","10955"
"","22506"
"Non Formal Education",""
"Female","3118"
"Male","2700"
"","5818"
"Others",""
"Female","55"
"Male","41"
"","96"
"Post Graduate Equivalent and Above",""
"Female","83"
"Male","447"
"","530"
"Primary Education (1-5 Class)",""
"Female","16679"
"Male","17773"
"","34452"
"Secondary Level (Class 9-10)",""
"Female","5521"
"Male","6223"
"","11744"
"SLC and Equivalent",""
"Female","4287"
"Male","5097"
"","9384"
