"Population by Single Year of Age","Number"
"0",""
"Female","370"
"Male","419"
"1",""
"Female","355"
"Male","354"
"10",""
"Female","825"
"Male","860"
"11",""
"Female","266"
"Male","271"
"12",""
"Female","639"
"Male","680"
"13",""
"Female","342"
"Male","398"
"14",""
"Female","479"
"Male","464"
"15",""
"Female","462"
"Male","523"
"16",""
"Female","499"
"Male","509"
"17",""
"Female","246"
"Male","330"
"18",""
"Female","473"
"Male","641"
"19",""
"Female","230"
"Male","202"
"2",""
"Female","447"
"Male","450"
"20",""
"Female","460"
"Male","580"
"21",""
"Female","155"
"Male","152"
"22",""
"Female","268"
"Male","382"
"23",""
"Female","321"
"Male","171"
"24",""
"Female","328"
"Male","187"
"25",""
"Female","380"
"Male","593"
"26",""
"Female","270"
"Male","230"
"27",""
"Female","169"
"Male","167"
"28",""
"Female","548"
"Male","363"
"29",""
"Female","84"
"Male","76"
"3",""
"Female","537"
"Male","555"
"30",""
"Female","449"
"Male","604"
"31",""
"Female","63"
"Male","53"
"32",""
"Female","267"
"Male","284"
"33",""
"Female","294"
"Male","89"
"34",""
"Female","207"
"Male","72"
"35",""
"Female","321"
"Male","592"
"36",""
"Female","162"
"Male","160"
"37",""
"Female","102"
"Male","83"
"38",""
"Female","440"
"Male","249"
"39",""
"Female","79"
"Male","44"
"4",""
"Female","494"
"Male","487"
"40",""
"Female","314"
"Male","591"
"41",""
"Female","45"
"Male","55"
"42",""
"Female","178"
"Male","182"
"43",""
"Female","242"
"Male","63"
"44",""
"Female","117"
"Male","55"
"45",""
"Female","192"
"Male","489"
"46",""
"Female","99"
"Male","64"
"47",""
"Female","57"
"Male","45"
"48",""
"Female","296"
"Male","158"
"49",""
"Female","43"
"Male","22"
"5",""
"Female","600"
"Male","657"
"50",""
"Female","206"
"Male","404"
"51",""
"Female","19"
"Male","34"
"52",""
"Female","111"
"Male","110"
"53",""
"Female","150"
"Male","33"
"54",""
"Female","66"
"Male","28"
"55",""
"Female","163"
"Male","337"
"56",""
"Female","66"
"Male","56"
"57",""
"Female","48"
"Male","48"
"58",""
"Female","245"
"Male","91"
"59",""
"Female","28"
"Male","27"
"6",""
"Female","541"
"Male","544"
"60",""
"Female","222"
"Male","393"
"61",""
"Female","31"
"Male","31"
"62",""
"Female","83"
"Male","86"
"63",""
"Female","78"
"Male","39"
"64",""
"Female","60"
"Male","17"
"65",""
"Female","182"
"Male","265"
"66",""
"Female","45"
"Male","26"
"67",""
"Female","24"
"Male","25"
"68",""
"Female","120"
"Male","90"
"69",""
"Female","13"
"Male","21"
"7",""
"Female","466"
"Male","458"
"70",""
"Female","182"
"Male","237"
"71",""
"Female","19"
"Male","17"
"72",""
"Female","41"
"Male","44"
"73",""
"Female","26"
"Male","14"
"74",""
"Female","13"
"Male","9"
"75",""
"Female","123"
"Male","127"
"76",""
"Female","9"
"Male","9"
"77",""
"Female","8"
"Male","8"
"78",""
"Female","36"
"Male","21"
"79",""
"Female","7"
"Male","6"
"8",""
"Female","714"
"Male","782"
"80",""
"Female","66"
"Male","97"
"81",""
"Female","0"
"Male","2"
"82",""
"Female","8"
"Male","3"
"83",""
"Female","3"
"Male","2"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","47"
"Male","48"
"9",""
"Female","286"
"Male","297"
