"Population by Educational Attainment","Number"
"Beginners",""
"Female","216"
"Male","325"
"Graduate and Equivalent",""
"Female","60"
"Male","216"
"Intermediate and Equivalent",""
"Female","175"
"Male","438"
"Level not Stated",""
"Female","95"
"Male","93"
"Lower Secondary (Class 6-8)",""
"Female","1054"
"Male","2683"
"Non Formal Education",""
"Female","31"
"Male","56"
"Others",""
"Female","7"
"Male","9"
"Post Graduate Equivalent and Above",""
"Female","24"
"Male","32"
"Primary Education (1-5 Class)",""
"Female","4368"
"Male","5811"
"Secondary Level (Class 9-10)",""
"Female","288"
"Male","1171"
"SLC and Equivalent",""
"Female","166"
"Male","505"
