"Population by Educational Attainment","Number"
"Beginners",""
"Female","106"
"Male","113"
"","219"
"Graduate and Equivalent",""
"Female","39"
"Male","91"
"","130"
"Intermediate and Equivalent",""
"Female","152"
"Male","220"
"","372"
"Level not Stated",""
"Female","41"
"Male","89"
"","130"
"Lower Secondary (Class 6-8)",""
"Female","1605"
"Male","1659"
"","3264"
"Non Formal Education",""
"Female","287"
"Male","289"
"","576"
"Others",""
"Female","4"
"Male","0"
"","4"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","19"
"","25"
"Primary Education (1-5 Class)",""
"Female","2425"
"Male","3068"
"","5493"
"Secondary Level (Class 9-10)",""
"Female","881"
"Male","974"
"","1855"
"SLC and Equivalent",""
"Female","492"
"Male","421"
"","913"
