"Population by Mother tongue","Number"
"Bantawa",""
"Female","1811"
"Male","1876"
"","3687"
"Bhujel",""
"Female","26"
"Male","24"
"","50"
"Chamling",""
"Female","56"
"Male","53"
"","109"
"Dumi",""
"Female","8"
"Male","8"
"","16"
"Khaling",""
"Female","21"
"Male","16"
"","37"
"Koyee",""
"Female","11"
"Male","11"
"","22"
"Limbu",""
"Female","3538"
"Male","3421"
"","6959"
"Magar",""
"Female","172"
"Male","177"
"","349"
"Maithili",""
"Female","6"
"Male","9"
"","15"
"Nepali",""
"Female","1759"
"Male","1578"
"","3337"
"Newar",""
"Female","149"
"Male","121"
"","270"
"Not Reported",""
"Female","57"
"Male","64"
"","121"
"Others",""
"Female","576"
"Male","570"
"","1146"
"Rai",""
"Female","1061"
"Male","938"
"","1999"
"Sampang",""
"Female","9"
"Male","7"
"","16"
"Sunuwar",""
"Female","97"
"Male","85"
"","182"
"Tamang",""
"Female","52"
"Male","51"
"","103"
"Thulung",""
"Female","26"
"Male","21"
"","47"
"Yakkha",""
"Female","19"
"Male","19"
"","38"
