"Population by Educational Attainment","Number"
"Beginners",""
"Female","190"
"Male","247"
"","437"
"Graduate and Equivalent",""
"Female","7"
"Male","31"
"","38"
"Intermediate and Equivalent",""
"Female","142"
"Male","144"
"","286"
"Level not Stated",""
"Female","14"
"Male","10"
"","24"
"Lower Secondary (Class 6-8)",""
"Female","756"
"Male","878"
"","1634"
"Non Formal Education",""
"Female","347"
"Male","349"
"","696"
"Others",""
"Female","5"
"Male","1"
"","6"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","8"
"","13"
"Primary Education (1-5 Class)",""
"Female","2157"
"Male","2534"
"","4691"
"Secondary Level (Class 9-10)",""
"Female","317"
"Male","420"
"","737"
"SLC and Equivalent",""
"Female","183"
"Male","284"
"","467"
