"Population by disability type","Number"
"Blind/low vision",""
"Female","31"
"Male","39"
"","70"
"Deaf/hard of hearing",""
"Female","36"
"Male","32"
"","68"
"Deaf-Blind",""
"Female","3"
"Male","5"
"","8"
"Intellectual disable",""
"Female","7"
"Male","8"
"","15"
"Mental disable",""
"Female","5"
"Male","6"
"","11"
"Multiple disable",""
"Female","19"
"Male","25"
"","44"
"No disability",""
"Female","9665"
"Male","9080"
"","18745"
"Physical",""
"Female","113"
"Male","159"
"","272"
"Speech problem",""
"Female","50"
"Male","46"
"","96"
