"Population by Educational Attainment","Number"
"Beginners",""
"Female","232"
"Male","221"
"","453"
"Graduate and Equivalent",""
"Female","36"
"Male","82"
"","118"
"Intermediate and Equivalent",""
"Female","195"
"Male","264"
"","459"
"Level not Stated",""
"Female","16"
"Male","11"
"","27"
"Lower Secondary (Class 6-8)",""
"Female","855"
"Male","1163"
"","2018"
"Non Formal Education",""
"Female","313"
"Male","257"
"","570"
"Others",""
"Female","5"
"Male","3"
"","8"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","26"
"","33"
"Primary Education (1-5 Class)",""
"Female","2373"
"Male","2912"
"","5285"
"Secondary Level (Class 9-10)",""
"Female","307"
"Male","462"
"","769"
"SLC and Equivalent",""
"Female","382"
"Male","577"
"","959"
