"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","26"
"Male","15"
"Badi",""
"Female","11"
"Male","6"
"Bhote",""
"Female","117"
"Male","109"
"Bote",""
"Female","16"
"Male","16"
"Brahman - Hill",""
"Female","1338"
"Male","1130"
"Chamling",""
"Female","16"
"Male","19"
"Chhetri",""
"Female","3215"
"Male","2832"
"Damai/Dholi",""
"Female","483"
"Male","431"
"Ghale",""
"Female","14"
"Male","17"
"Gharti/Bhujel",""
"Female","95"
"Male","96"
"Gurung",""
"Female","1290"
"Male","1060"
"Hajam/Thakur",""
"Female","6"
"Male","16"
"Kami",""
"Female","1212"
"Male","1018"
"Khawas",""
"Female","11"
"Male","10"
"Kulung",""
"Female","209"
"Male","209"
"Kumal",""
"Female","489"
"Male","389"
"Lhomi",""
"Female","10"
"Male","12"
"Limbu",""
"Female","144"
"Male","121"
"Loharung",""
"Female","80"
"Male","71"
"Magar",""
"Female","862"
"Male","792"
"Majhi",""
"Female","74"
"Male","67"
"Marwadi",""
"Female","26"
"Male","20"
"Mewahang Bala",""
"Female","15"
"Male","12"
"Musalman",""
"Female","8"
"Male","16"
"Newar",""
"Female","1463"
"Male","1375"
"Others",""
"Female","59"
"Male","78"
"Pattharkatta/ Kushwadiya",""
"Female","17"
"Male","8"
"Rai",""
"Female","2981"
"Male","2688"
"Samgpang",""
"Female","13"
"Male","12"
"Sanyasi/Dasnami",""
"Female","104"
"Male","103"
"Sarki",""
"Female","331"
"Male","246"
"Sherpa",""
"Female","496"
"Male","479"
"Sunuwar",""
"Female","7"
"Male","7"
"Tamang",""
"Female","1096"
"Male","1069"
"Thakuri",""
"Female","20"
"Male","29"
"Tharu",""
"Female","11"
"Male","31"
"Undefined Others",""
"Female","32"
"Male","25"
"Yadav",""
"Female","5"
"Male","14"
"Yakkha",""
"Female","43"
"Male","38"
"Yamphu",""
"Female","22"
"Male","24"
