"Population by Mother tongue","Number"
"Bahing",""
"Female","18"
"Male","11"
"Bantawa",""
"Female","37"
"Male","28"
"Bhojpuri",""
"Female","3"
"Male","9"
"Bhujel",""
"Female","29"
"Male","26"
"Bote",""
"Female","11"
"Male","11"
"Chamling",""
"Female","35"
"Male","37"
"Dumi",""
"Female","28"
"Male","24"
"Gurung",""
"Female","289"
"Male","248"
"Khaling",""
"Female","56"
"Male","42"
"Koyee",""
"Female","57"
"Male","51"
"Kulung",""
"Female","456"
"Male","457"
"Kumal",""
"Female","32"
"Male","24"
"Lhomi",""
"Female","9"
"Male","12"
"Limbu",""
"Female","42"
"Male","54"
"Lohorung",""
"Female","947"
"Male","774"
"Magar",""
"Female","463"
"Male","417"
"Maithili",""
"Female","21"
"Male","74"
"Majhi",""
"Female","28"
"Male","25"
"Mewahang",""
"Female","33"
"Male","27"
"Nachhiring",""
"Female","31"
"Male","25"
"Nepali",""
"Female","11419"
"Male","9992"
"Newar",""
"Female","339"
"Male","331"
"Not Reported",""
"Female","28"
"Male","29"
"Others",""
"Female","122"
"Male","112"
"Rai",""
"Female","505"
"Male","469"
"Sampang",""
"Female","23"
"Male","17"
"Sherpa",""
"Female","548"
"Male","539"
"Tamang",""
"Female","642"
"Male","629"
"Tharu",""
"Female","7"
"Male","18"
"Thulung",""
"Female","59"
"Male","58"
"Yakkha",""
"Female","31"
"Male","23"
"Yamphu/Yamphe",""
"Female","119"
"Male","117"
