"Population by Single Year of Age","Number"
"0",""
"Female","483"
"Male","520"
"1",""
"Female","439"
"Male","450"
"10",""
"Female","597"
"Male","660"
"11",""
"Female","585"
"Male","592"
"12",""
"Female","619"
"Male","709"
"13",""
"Female","627"
"Male","591"
"14",""
"Female","670"
"Male","631"
"15",""
"Female","706"
"Male","597"
"16",""
"Female","635"
"Male","569"
"17",""
"Female","591"
"Male","593"
"18",""
"Female","666"
"Male","649"
"19",""
"Female","504"
"Male","376"
"2",""
"Female","439"
"Male","464"
"20",""
"Female","641"
"Male","460"
"21",""
"Female","514"
"Male","338"
"22",""
"Female","730"
"Male","432"
"23",""
"Female","613"
"Male","276"
"24",""
"Female","536"
"Male","299"
"25",""
"Female","643"
"Male","357"
"26",""
"Female","604"
"Male","330"
"27",""
"Female","604"
"Male","315"
"28",""
"Female","599"
"Male","362"
"29",""
"Female","414"
"Male","254"
"3",""
"Female","412"
"Male","452"
"30",""
"Female","714"
"Male","425"
"31",""
"Female","385"
"Male","269"
"32",""
"Female","565"
"Male","364"
"33",""
"Female","415"
"Male","271"
"34",""
"Female","386"
"Male","307"
"35",""
"Female","658"
"Male","448"
"36",""
"Female","394"
"Male","270"
"37",""
"Female","273"
"Male","258"
"38",""
"Female","392"
"Male","328"
"39",""
"Female","278"
"Male","198"
"4",""
"Female","524"
"Male","492"
"40",""
"Female","624"
"Male","449"
"41",""
"Female","269"
"Male","268"
"42",""
"Female","358"
"Male","302"
"43",""
"Female","275"
"Male","254"
"44",""
"Female","229"
"Male","218"
"45",""
"Female","445"
"Male","387"
"46",""
"Female","254"
"Male","221"
"47",""
"Female","188"
"Male","197"
"48",""
"Female","271"
"Male","226"
"49",""
"Female","194"
"Male","204"
"5",""
"Female","522"
"Male","572"
"50",""
"Female","372"
"Male","333"
"51",""
"Female","215"
"Male","180"
"52",""
"Female","263"
"Male","255"
"53",""
"Female","217"
"Male","185"
"54",""
"Female","192"
"Male","176"
"55",""
"Female","297"
"Male","239"
"56",""
"Female","199"
"Male","197"
"57",""
"Female","170"
"Male","165"
"58",""
"Female","185"
"Male","187"
"59",""
"Female","164"
"Male","134"
"6",""
"Female","510"
"Male","537"
"60",""
"Female","350"
"Male","295"
"61",""
"Female","174"
"Male","137"
"62",""
"Female","169"
"Male","143"
"63",""
"Female","123"
"Male","126"
"64",""
"Female","116"
"Male","118"
"65",""
"Female","221"
"Male","196"
"66",""
"Female","93"
"Male","111"
"67",""
"Female","110"
"Male","131"
"68",""
"Female","118"
"Male","133"
"69",""
"Female","83"
"Male","85"
"7",""
"Female","563"
"Male","612"
"70",""
"Female","197"
"Male","178"
"71",""
"Female","56"
"Male","86"
"72",""
"Female","93"
"Male","102"
"73",""
"Female","44"
"Male","71"
"74",""
"Female","45"
"Male","65"
"75",""
"Female","116"
"Male","103"
"76",""
"Female","37"
"Male","42"
"77",""
"Female","59"
"Male","63"
"78",""
"Female","49"
"Male","70"
"79",""
"Female","21"
"Male","40"
"8",""
"Female","595"
"Male","645"
"80",""
"Female","74"
"Male","43"
"81",""
"Female","27"
"Male","20"
"82",""
"Female","22"
"Male","37"
"83",""
"Female","19"
"Male","29"
"84",""
"Female","37"
"Male","29"
"85",""
"Female","154"
"Male","119"
"9",""
"Female","515"
"Male","527"
