"Population by Educational Attainment","Number"
"Beginners",""
"Female","514"
"Male","570"
"","1084"
"Graduate and Equivalent",""
"Female","147"
"Male","269"
"","416"
"Intermediate and Equivalent",""
"Female","664"
"Male","801"
"","1465"
"Level not Stated",""
"Female","116"
"Male","98"
"","214"
"Lower Secondary (Class 6-8)",""
"Female","2344"
"Male","2777"
"","5121"
"Non Formal Education",""
"Female","1066"
"Male","711"
"","1777"
"Others",""
"Female","9"
"Male","9"
"","18"
"Post Graduate Equivalent and Above",""
"Female","34"
"Male","93"
"","127"
"Primary Education (1-5 Class)",""
"Female","4322"
"Male","5231"
"","9553"
"Secondary Level (Class 9-10)",""
"Female","1307"
"Male","1500"
"","2807"
"SLC and Equivalent",""
"Female","1088"
"Male","1434"
"","2522"
