"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","7"
"Male","6"
"Bangali",""
"Female","53"
"Male","39"
"Bantar/Sardar",""
"Female","96"
"Male","93"
"Baraee",""
"Female","31"
"Male","36"
"Brahman - Hill",""
"Female","389"
"Male","308"
"Brahman - Tarai",""
"Female","39"
"Male","41"
"Chamar/ Harijan/ Ram",""
"Female","1466"
"Male","1327"
"Chhetri",""
"Female","1047"
"Male","900"
"Damai/Dholi",""
"Female","47"
"Male","35"
"Danuwar",""
"Female","154"
"Male","129"
"Dhanuk",""
"Female","273"
"Male","238"
"Dom",""
"Female","22"
"Male","30"
"Dusadh/ Pasawan/ Pasi",""
"Female","1131"
"Male","1048"
"Gaderi/Bhedihar",""
"Female","222"
"Male","199"
"Gharti/Bhujel",""
"Female","55"
"Male","47"
"Hajam/Thakur",""
"Female","293"
"Male","256"
"Halwai",""
"Female","179"
"Male","181"
"Kalwar",""
"Female","359"
"Male","365"
"Kami",""
"Female","372"
"Male","331"
"Kathabaniyan",""
"Female","108"
"Male","94"
"Kayastha",""
"Female","7"
"Male","5"
"Kewat",""
"Female","62"
"Male","51"
"Khatwe",""
"Female","673"
"Male","599"
"Koiri/Kushwaha",""
"Female","204"
"Male","223"
"Kumal",""
"Female","39"
"Male","38"
"Kumhar",""
"Female","77"
"Male","67"
"Limbu",""
"Female","21"
"Male","15"
"Magar",""
"Female","603"
"Male","489"
"Majhi",""
"Female","31"
"Male","19"
"Mali",""
"Female","48"
"Male","43"
"Mallaha",""
"Female","47"
"Male","54"
"Musahar",""
"Female","1576"
"Male","1566"
"Musalman",""
"Female","1636"
"Male","1321"
"Newar",""
"Female","65"
"Male","58"
"Others",""
"Female","48"
"Male","29"
"Punjabi/Sikh",""
"Female","11"
"Male","15"
"Rai",""
"Female","35"
"Male","28"
"Rajbansi",""
"Female","13"
"Male","21"
"Rajput",""
"Female","28"
"Male","23"
"Sanyasi/Dasnami",""
"Female","8"
"Male","8"
"Satar/ Santhal",""
"Female","7"
"Male","8"
"Sonar",""
"Female","9"
"Male","6"
"Sudhi",""
"Female","28"
"Male","24"
"Sunuwar",""
"Female","407"
"Male","316"
"Tamang",""
"Female","59"
"Male","52"
"Tatma/Tatwa",""
"Female","139"
"Male","126"
"Teli",""
"Female","1251"
"Male","1121"
"Terai Others",""
"Female","17"
"Male","12"
"Tharu",""
"Female","8159"
"Male","7030"
"Undefined Others",""
"Female","150"
"Male","114"
"Yadav",""
"Female","1634"
"Male","1603"
