"Population by Educational Attainment","Number"
"Beginners",""
"Female","232"
"Male","377"
"Graduate and Equivalent",""
"Female","154"
"Male","350"
"Intermediate and Equivalent",""
"Female","532"
"Male","803"
"Level not Stated",""
"Female","123"
"Male","105"
"Lower Secondary (Class 6-8)",""
"Female","2146"
"Male","2695"
"Non Formal Education",""
"Female","326"
"Male","328"
"Others",""
"Female","17"
"Male","27"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","42"
"Primary Education (1-5 Class)",""
"Female","4160"
"Male","4842"
"Secondary Level (Class 9-10)",""
"Female","1182"
"Male","1774"
"SLC and Equivalent",""
"Female","900"
"Male","1434"
