"Population by Educational Attainment","Number"
"Beginners",""
"Female","193"
"Male","201"
"Graduate and Equivalent",""
"Female","15"
"Male","43"
"Intermediate and Equivalent",""
"Female","143"
"Male","143"
"Level not Stated",""
"Female","9"
"Male","18"
"Lower Secondary (Class 6-8)",""
"Female","890"
"Male","996"
"Non Formal Education",""
"Female","261"
"Male","212"
"Others",""
"Female","4"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","16"
"Primary Education (1-5 Class)",""
"Female","2458"
"Male","2762"
"Secondary Level (Class 9-10)",""
"Female","380"
"Male","479"
"SLC and Equivalent",""
"Female","263"
"Male","335"
