"Population by Educational Attainment","Number"
"Beginners",""
"Female","2815"
"Male","3230"
"","6045"
"Graduate and Equivalent",""
"Female","1057"
"Male","1877"
"","2934"
"Intermediate and Equivalent",""
"Female","3926"
"Male","4300"
"","8226"
"Level not Stated",""
"Female","245"
"Male","232"
"","477"
"Lower Secondary (Class 6-8)",""
"Female","21940"
"Male","18520"
"","40460"
"Non Formal Education",""
"Female","6189"
"Male","4057"
"","10246"
"Others",""
"Female","37"
"Male","32"
"","69"
"Post Graduate Equivalent and Above",""
"Female","214"
"Male","818"
"","1032"
"Primary Education (1-5 Class)",""
"Female","38530"
"Male","37280"
"","75810"
"Secondary Level (Class 9-10)",""
"Female","11685"
"Male","9964"
"","21649"
"SLC and Equivalent",""
"Female","7816"
"Male","8038"
"","15854"
