"Population by Single Year of Age","Number"
"0",""
"Female","476"
"Male","496"
"1",""
"Female","489"
"Male","457"
"10",""
"Female","613"
"Male","638"
"11",""
"Female","439"
"Male","463"
"12",""
"Female","633"
"Male","620"
"13",""
"Female","497"
"Male","539"
"14",""
"Female","533"
"Male","468"
"15",""
"Female","498"
"Male","452"
"16",""
"Female","447"
"Male","477"
"17",""
"Female","346"
"Male","318"
"18",""
"Female","563"
"Male","551"
"19",""
"Female","224"
"Male","211"
"2",""
"Female","537"
"Male","557"
"20",""
"Female","577"
"Male","423"
"21",""
"Female","280"
"Male","253"
"22",""
"Female","418"
"Male","380"
"23",""
"Female","273"
"Male","228"
"24",""
"Female","366"
"Male","265"
"25",""
"Female","414"
"Male","328"
"26",""
"Female","304"
"Male","225"
"27",""
"Female","179"
"Male","166"
"28",""
"Female","356"
"Male","316"
"29",""
"Female","113"
"Male","76"
"3",""
"Female","543"
"Male","612"
"30",""
"Female","552"
"Male","419"
"31",""
"Female","95"
"Male","117"
"32",""
"Female","227"
"Male","213"
"33",""
"Female","157"
"Male","151"
"34",""
"Female","152"
"Male","102"
"35",""
"Female","417"
"Male","416"
"36",""
"Female","181"
"Male","184"
"37",""
"Female","98"
"Male","99"
"38",""
"Female","235"
"Male","195"
"39",""
"Female","85"
"Male","64"
"4",""
"Female","577"
"Male","635"
"40",""
"Female","464"
"Male","346"
"41",""
"Female","81"
"Male","74"
"42",""
"Female","131"
"Male","163"
"43",""
"Female","110"
"Male","111"
"44",""
"Female","71"
"Male","94"
"45",""
"Female","327"
"Male","307"
"46",""
"Female","100"
"Male","109"
"47",""
"Female","76"
"Male","85"
"48",""
"Female","139"
"Male","130"
"49",""
"Female","50"
"Male","63"
"5",""
"Female","615"
"Male","673"
"50",""
"Female","300"
"Male","264"
"51",""
"Female","49"
"Male","61"
"52",""
"Female","90"
"Male","105"
"53",""
"Female","72"
"Male","117"
"54",""
"Female","45"
"Male","63"
"55",""
"Female","200"
"Male","170"
"56",""
"Female","76"
"Male","87"
"57",""
"Female","40"
"Male","53"
"58",""
"Female","103"
"Male","153"
"59",""
"Female","38"
"Male","42"
"6",""
"Female","608"
"Male","616"
"60",""
"Female","335"
"Male","243"
"61",""
"Female","71"
"Male","64"
"62",""
"Female","83"
"Male","90"
"63",""
"Female","75"
"Male","68"
"64",""
"Female","51"
"Male","40"
"65",""
"Female","226"
"Male","148"
"66",""
"Female","63"
"Male","60"
"67",""
"Female","35"
"Male","40"
"68",""
"Female","96"
"Male","82"
"69",""
"Female","20"
"Male","38"
"7",""
"Female","512"
"Male","487"
"70",""
"Female","229"
"Male","137"
"71",""
"Female","45"
"Male","24"
"72",""
"Female","75"
"Male","61"
"73",""
"Female","38"
"Male","40"
"74",""
"Female","20"
"Male","21"
"75",""
"Female","140"
"Male","78"
"76",""
"Female","36"
"Male","16"
"77",""
"Female","15"
"Male","18"
"78",""
"Female","30"
"Male","44"
"79",""
"Female","8"
"Male","9"
"8",""
"Female","636"
"Male","627"
"80",""
"Female","51"
"Male","45"
"81",""
"Female","11"
"Male","11"
"82",""
"Female","13"
"Male","10"
"83",""
"Female","10"
"Male","11"
"84",""
"Female","6"
"Male","5"
"85",""
"Female","70"
"Male","52"
"9",""
"Female","472"
"Male","470"
