"Population by Educational Attainment","Number"
"Beginners",""
"Female","327"
"Male","359"
"Graduate and Equivalent",""
"Female","54"
"Male","139"
"Intermediate and Equivalent",""
"Female","375"
"Male","530"
"Level not Stated",""
"Female","50"
"Male","59"
"Lower Secondary (Class 6-8)",""
"Female","2098"
"Male","2240"
"Non Formal Education",""
"Female","750"
"Male","707"
"Others",""
"Female","2"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","55"
"Primary Education (1-5 Class)",""
"Female","3906"
"Male","4406"
"Secondary Level (Class 9-10)",""
"Female","1095"
"Male","1326"
"SLC and Equivalent",""
"Female","795"
"Male","966"
