"Population by disability type","Number"
"Blind/low vision",""
"Female","68"
"Male","70"
"","138"
"Deaf/hard of hearing",""
"Female","65"
"Male","71"
"","136"
"Deaf-Blind",""
"Female","5"
"Male","7"
"","12"
"Intellectual disable",""
"Female","14"
"Male","18"
"","32"
"Mental disable",""
"Female","27"
"Male","34"
"","61"
"Multiple disable",""
"Female","22"
"Male","26"
"","48"
"No disability",""
"Female","21472"
"Male","17257"
"","38729"
"Physical",""
"Female","139"
"Male","203"
"","342"
"Speech problem",""
"Female","49"
"Male","53"
"","102"
