"Population by Educational Attainment","Number"
"Beginners",""
"Female","453"
"Male","567"
"","1020"
"Graduate and Equivalent",""
"Female","223"
"Male","497"
"","720"
"Intermediate and Equivalent",""
"Female","753"
"Male","959"
"","1712"
"Level not Stated",""
"Female","56"
"Male","54"
"","110"
"Lower Secondary (Class 6-8)",""
"Female","3059"
"Male","2479"
"","5538"
"Non Formal Education",""
"Female","399"
"Male","412"
"","811"
"Others",""
"Female","8"
"Male","4"
"","12"
"Post Graduate Equivalent and Above",""
"Female","42"
"Male","210"
"","252"
"Primary Education (1-5 Class)",""
"Female","4778"
"Male","4506"
"","9284"
"Secondary Level (Class 9-10)",""
"Female","1947"
"Male","1736"
"","3683"
"SLC and Equivalent",""
"Female","2187"
"Male","2184"
"","4371"
