"Population by Educational Attainment","Number"
"Beginners",""
"Female","1049"
"Male","1351"
"Graduate and Equivalent",""
"Female","352"
"Male","701"
"Intermediate and Equivalent",""
"Female","1326"
"Male","1580"
"Level not Stated",""
"Female","85"
"Male","97"
"Lower Secondary (Class 6-8)",""
"Female","4886"
"Male","5062"
"Non Formal Education",""
"Female","1026"
"Male","640"
"Others",""
"Female","23"
"Male","27"
"Post Graduate Equivalent and Above",""
"Female","54"
"Male","230"
"Primary Education (1-5 Class)",""
"Female","7796"
"Male","9109"
"Secondary Level (Class 9-10)",""
"Female","2690"
"Male","3133"
"SLC and Equivalent",""
"Female","2873"
"Male","3042"
