"Population by Educational Attainment","Number"
"Beginners",""
"Female","249"
"Male","223"
"","472"
"Graduate and Equivalent",""
"Female","21"
"Male","65"
"","86"
"Intermediate and Equivalent",""
"Female","184"
"Male","222"
"","406"
"Level not Stated",""
"Female","9"
"Male","11"
"","20"
"Lower Secondary (Class 6-8)",""
"Female","1720"
"Male","1547"
"","3267"
"Non Formal Education",""
"Female","423"
"Male","437"
"","860"
"Others",""
"Female","8"
"Male","9"
"","17"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","25"
"","31"
"Primary Education (1-5 Class)",""
"Female","3546"
"Male","3482"
"","7028"
"Secondary Level (Class 9-10)",""
"Female","572"
"Male","662"
"","1234"
"SLC and Equivalent",""
"Female","437"
"Male","530"
"","967"
