"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","8"
"Male","7"
"Brahman - Hill",""
"Female","2121"
"Male","1741"
"Chhetri",""
"Female","2079"
"Male","1517"
"Damai/Dholi",""
"Female","613"
"Male","510"
"Dura",""
"Female","599"
"Male","520"
"Gharti/Bhujel",""
"Female","365"
"Male","331"
"Gurung",""
"Female","2435"
"Male","1961"
"Kami",""
"Female","1277"
"Male","1024"
"Khawas",""
"Female","101"
"Male","74"
"Kumal",""
"Female","292"
"Male","228"
"Kurmi",""
"Female","4"
"Male","13"
"Magar",""
"Female","372"
"Male","317"
"Majhi",""
"Female","63"
"Male","45"
"Musalman",""
"Female","76"
"Male","62"
"Newar",""
"Female","737"
"Male","583"
"Others",""
"Female","23"
"Male","45"
"Rai",""
"Female","25"
"Male","31"
"Sanyasi/Dasnami",""
"Female","246"
"Male","212"
"Sarki",""
"Female","905"
"Male","733"
"Tamang",""
"Female","113"
"Male","139"
"Terai Others",""
"Female","6"
"Male","5"
"Thakali",""
"Female","11"
"Male","6"
"Thakuri",""
"Female","429"
"Male","341"
"Tharu",""
"Female","7"
"Male","20"
"Undefined Others",""
"Female","9"
"Male","4"
