"Population by Mother tongue","Number"
"Bangla",""
"Female","17"
"Male","46"
"","63"
"Bhojpuri",""
"Female","124"
"Male","242"
"","366"
"Danuwar",""
"Female","7"
"Male","4"
"","11"
"Doteli",""
"Female","4"
"Male","10"
"","14"
"Gurung",""
"Female","56"
"Male","53"
"","109"
"Hindi",""
"Female","83"
"Male","167"
"","250"
"Kham",""
"Female","6"
"Male","5"
"","11"
"Limbu",""
"Female","67"
"Male","49"
"","116"
"Magar",""
"Female","173"
"Male","163"
"","336"
"Maithili",""
"Female","279"
"Male","441"
"","720"
"Majhi",""
"Female","9"
"Male","10"
"","19"
"Nepali",""
"Female","5229"
"Male","5575"
"","10804"
"Newar",""
"Female","31787"
"Male","31346"
"","63133"
"Not Reported",""
"Female","7"
"Male","6"
"","13"
"Others",""
"Female","37"
"Male","52"
"","89"
"Rai",""
"Female","103"
"Male","73"
"","176"
"Sherpa",""
"Female","16"
"Male","8"
"","24"
"Sunuwar",""
"Female","14"
"Male","8"
"","22"
"Tamang",""
"Female","2571"
"Male","2706"
"","5277"
"Thami",""
"Female","7"
"Male","9"
"","16"
"Tharu",""
"Female","41"
"Male","72"
"","113"
"Urdu",""
"Female","30"
"Male","36"
"","66"
