"Population by disability type","Number"
"Blind/low vision",""
"Female","60"
"Male","54"
"","114"
"Deaf/hard of hearing",""
"Female","78"
"Male","86"
"","164"
"Deaf-Blind",""
"Female","16"
"Male","12"
"","28"
"Intellectual disable",""
"Female","18"
"Male","17"
"","35"
"Mental disable",""
"Female","44"
"Male","36"
"","80"
"Multiple disable",""
"Female","29"
"Male","35"
"","64"
"No disability",""
"Female","40258"
"Male","40639"
"","80897"
"Physical",""
"Female","135"
"Male","150"
"","285"
"Speech problem",""
"Female","29"
"Male","52"
"","81"
