"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","105"
"Male","274"
"Bhujel",""
"Female","13"
"Male","12"
"Chepang",""
"Female","18"
"Male","27"
"Dura",""
"Female","947"
"Male","671"
"Ghale",""
"Female","11"
"Male","11"
"Gurung",""
"Female","27439"
"Male","22211"
"Hindi",""
"Female","13"
"Male","52"
"Hyolmo/Yholmo",""
"Female","127"
"Male","113"
"Kumal",""
"Female","50"
"Male","40"
"Limbu",""
"Female","6"
"Male","6"
"Magar",""
"Female","693"
"Male","659"
"Maithili",""
"Female","52"
"Male","81"
"Nepali",""
"Female","54017"
"Male","43292"
"Newar",""
"Female","1655"
"Male","1399"
"Not Reported",""
"Female","12"
"Male","11"
"Others",""
"Female","123"
"Male","140"
"Rai",""
"Female","109"
"Male","106"
"Sign Language",""
"Female","21"
"Male","32"
"Tamang",""
"Female","5915"
"Male","5074"
"Thakali",""
"Female","5"
"Male","8"
"Tharu",""
"Female","27"
"Male","47"
"Urdu",""
"Female","297"
"Male","229"
