"Population by Educational Attainment","Number"
"Beginners",""
"Female","2108"
"Male","2365"
"Graduate and Equivalent",""
"Female","456"
"Male","1049"
"Intermediate and Equivalent",""
"Female","2418"
"Male","2537"
"Level not Stated",""
"Female","157"
"Male","159"
"Lower Secondary (Class 6-8)",""
"Female","13131"
"Male","12092"
"Non Formal Education",""
"Female","3641"
"Male","2570"
"Others",""
"Female","37"
"Male","36"
"Post Graduate Equivalent and Above",""
"Female","86"
"Male","384"
"Primary Education (1-5 Class)",""
"Female","21732"
"Male","22005"
"Secondary Level (Class 9-10)",""
"Female","5777"
"Male","6164"
"SLC and Equivalent",""
"Female","4763"
"Male","5481"
