"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","8"
"Male","7"
"Bhote",""
"Female","7"
"Male","5"
"Brahman - Hill",""
"Female","11694"
"Male","9504"
"Brahman - Tarai",""
"Female","14"
"Male","15"
"Chamar/ Harijan/ Ram",""
"Female","3"
"Male","11"
"Chepang /Praja",""
"Female","20"
"Male","36"
"Chhetri",""
"Female","15084"
"Male","11330"
"Dalit Others",""
"Female","4"
"Male","8"
"Damai/Dholi",""
"Female","3545"
"Male","3017"
"Dura",""
"Female","1804"
"Male","1342"
"Foreigner",""
"Female","0"
"Male","12"
"Gaine",""
"Female","46"
"Male","48"
"Ghale",""
"Female","118"
"Male","97"
"Gharti/Bhujel",""
"Female","2072"
"Male","1738"
"Gurung",""
"Female","28791"
"Male","23308"
"Hyolmo",""
"Female","133"
"Male","115"
"Kalwar",""
"Female","10"
"Male","20"
"Kami",""
"Female","7897"
"Male","6522"
"Kathabaniyan",""
"Female","13"
"Male","14"
"Khawas",""
"Female","124"
"Male","88"
"Koiri/Kushwaha",""
"Female","4"
"Male","16"
"Kumal",""
"Female","938"
"Male","752"
"Kurmi",""
"Female","10"
"Male","20"
"Limbu",""
"Female","12"
"Male","9"
"Magar",""
"Female","1911"
"Male","1689"
"Majhi",""
"Female","88"
"Male","56"
"Musalman",""
"Female","485"
"Male","449"
"Newar",""
"Female","3315"
"Male","2842"
"Others",""
"Female","195"
"Male","243"
"Rai",""
"Female","176"
"Male","174"
"Sanyasi/Dasnami",""
"Female","720"
"Male","592"
"Sarki",""
"Female","4937"
"Male","3950"
"Sunuwar",""
"Female","19"
"Male","13"
"Tamang",""
"Female","6468"
"Male","5584"
"Teli",""
"Female","11"
"Male","21"
"Terai Others",""
"Female","10"
"Male","17"
"Thakali",""
"Female","23"
"Male","23"
"Thakuri",""
"Female","874"
"Male","684"
"Tharu",""
"Female","63"
"Male","120"
"Undefined Others",""
"Female","9"
"Male","4"
