"Population by Educational Attainment","Number"
"Beginners",""
"Female","275"
"Male","355"
"","630"
"Graduate and Equivalent",""
"Female","62"
"Male","158"
"","220"
"Intermediate and Equivalent",""
"Female","322"
"Male","406"
"","728"
"Level not Stated",""
"Female","41"
"Male","40"
"","81"
"Lower Secondary (Class 6-8)",""
"Female","2111"
"Male","1859"
"","3970"
"Non Formal Education",""
"Female","734"
"Male","563"
"","1297"
"Others",""
"Female","2"
"Male","3"
"","5"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","63"
"","70"
"Primary Education (1-5 Class)",""
"Female","3059"
"Male","2930"
"","5989"
"Secondary Level (Class 9-10)",""
"Female","864"
"Male","980"
"","1844"
"SLC and Equivalent",""
"Female","699"
"Male","850"
"","1549"
