"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","16"
"Male","23"
"","39"
"Bin",""
"Female","490"
"Male","545"
"","1035"
"Brahman - Hill",""
"Female","32"
"Male","19"
"","51"
"Brahman - Tarai",""
"Female","132"
"Male","148"
"","280"
"Chamar/ Harijan/ Ram",""
"Female","470"
"Male","453"
"","923"
"Chhetri",""
"Female","8"
"Male","11"
"","19"
"Damai/Dholi",""
"Female","9"
"Male","6"
"","15"
"Dhanuk",""
"Female","69"
"Male","63"
"","132"
"Dhobi",""
"Female","102"
"Male","99"
"","201"
"Dom",""
"Female","30"
"Male","22"
"","52"
"Dusadh/ Pasawan/ Pasi",""
"Female","701"
"Male","825"
"","1526"
"Gaderi/Bhedihar",""
"Female","66"
"Male","78"
"","144"
"Hajam/Thakur",""
"Female","186"
"Male","197"
"","383"
"Halwai",""
"Female","178"
"Male","153"
"","331"
"Kalwar",""
"Female","705"
"Male","786"
"","1491"
"Kanu",""
"Female","169"
"Male","178"
"","347"
"Kathabaniyan",""
"Female","26"
"Male","25"
"","51"
"Kayastha",""
"Female","39"
"Male","43"
"","82"
"Kewat",""
"Female","115"
"Male","110"
"","225"
"Koiri/Kushwaha",""
"Female","162"
"Male","172"
"","334"
"Kumal",""
"Female","100"
"Male","98"
"","198"
"Kumhar",""
"Female","192"
"Male","205"
"","397"
"Kurmi",""
"Female","198"
"Male","188"
"","386"
"Lohar",""
"Female","433"
"Male","498"
"","931"
"Mali",""
"Female","25"
"Male","32"
"","57"
"Mallaha",""
"Female","650"
"Male","641"
"","1291"
"Musahar",""
"Female","101"
"Male","99"
"","200"
"Musalman",""
"Female","131"
"Male","140"
"","271"
"Nuniya",""
"Female","234"
"Male","263"
"","497"
"Others",""
"Female","16"
"Male","8"
"","24"
"Rajput",""
"Female","7"
"Male","7"
"","14"
"Sanyasi/Dasnami",""
"Female","16"
"Male","20"
"","36"
"Sonar",""
"Female","201"
"Male","225"
"","426"
"Sunuwar",""
"Female","5"
"Male","8"
"","13"
"Tatma/Tatwa",""
"Female","260"
"Male","255"
"","515"
"Teli",""
"Female","548"
"Male","644"
"","1192"
"Undefined Others",""
"Female","8"
"Male","7"
"","15"
"Yadav",""
"Female","4545"
"Male","4899"
"","9444"
