"Population by Educational Attainment","Number"
"Beginners",""
"Female","228"
"Male","232"
"Graduate and Equivalent",""
"Female","25"
"Male","72"
"Intermediate and Equivalent",""
"Female","124"
"Male","168"
"Level not Stated",""
"Female","8"
"Male","8"
"Lower Secondary (Class 6-8)",""
"Female","1248"
"Male","1193"
"Non Formal Education",""
"Female","140"
"Male","110"
"Others",""
"Female","1"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","28"
"Primary Education (1-5 Class)",""
"Female","2369"
"Male","2522"
"Secondary Level (Class 9-10)",""
"Female","538"
"Male","638"
"SLC and Equivalent",""
"Female","562"
"Male","593"
