"Population by Educational Attainment","Number"
"Beginners",""
"Female","217"
"Male","265"
"","482"
"Graduate and Equivalent",""
"Female","30"
"Male","90"
"","120"
"Intermediate and Equivalent",""
"Female","103"
"Male","229"
"","332"
"Level not Stated",""
"Female","41"
"Male","57"
"","98"
"Lower Secondary (Class 6-8)",""
"Female","472"
"Male","1256"
"","1728"
"Non Formal Education",""
"Female","27"
"Male","28"
"","55"
"Others",""
"Female","64"
"Male","81"
"","145"
"Post Graduate Equivalent and Above",""
"Female","12"
"Male","23"
"","35"
"Primary Education (1-5 Class)",""
"Female","2232"
"Male","3661"
"","5893"
"Secondary Level (Class 9-10)",""
"Female","188"
"Male","529"
"","717"
"SLC and Equivalent",""
"Female","96"
"Male","211"
"","307"
