"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","938"
"Male","753"
"Bangali",""
"Female","26"
"Male","28"
"Bote",""
"Female","685"
"Male","601"
"Brahman - Hill",""
"Female","20991"
"Male","16725"
"Brahman - Tarai",""
"Female","15"
"Male","20"
"Brahmu/ Baramo",""
"Female","22"
"Male","24"
"Chamar/ Harijan/ Ram",""
"Female","3"
"Male","13"
"Chepang /Praja",""
"Female","195"
"Male","188"
"Chhantyal/Chhantel",""
"Female","5"
"Male","6"
"Chhetri",""
"Female","21093"
"Male","15901"
"Dalit Others",""
"Female","300"
"Male","253"
"Damai/Dholi",""
"Female","6101"
"Male","4774"
"Darai",""
"Female","2256"
"Male","1843"
"Dhobi",""
"Female","3"
"Male","12"
"Dura",""
"Female","443"
"Male","371"
"Gaine",""
"Female","128"
"Male","132"
"Ghale",""
"Female","76"
"Male","60"
"Gharti/Bhujel",""
"Female","4374"
"Male","3664"
"Gurung",""
"Female","20991"
"Male","16144"
"Hajam/Thakur",""
"Female","35"
"Male","59"
"Halwai",""
"Female","15"
"Male","27"
"Kahar",""
"Female","7"
"Male","6"
"Kalwar",""
"Female","16"
"Male","18"
"Kamar",""
"Female","20"
"Male","17"
"Kami",""
"Female","14268"
"Male","11039"
"Kathabaniyan",""
"Female","71"
"Male","77"
"Kayastha",""
"Female","9"
"Male","4"
"Khawas",""
"Female","52"
"Male","41"
"Koiri/Kushwaha",""
"Female","6"
"Male","6"
"Kumal",""
"Female","4479"
"Male","3468"
"Kumhar",""
"Female","8"
"Male","8"
"Kurmi",""
"Female","25"
"Male","22"
"Lhopa",""
"Female","28"
"Male","29"
"Limbu",""
"Female","27"
"Male","17"
"Magar",""
"Female","48897"
"Male","37828"
"Majhi",""
"Female","253"
"Male","266"
"Mallaha",""
"Female","7"
"Male","46"
"Musalman",""
"Female","2151"
"Male","2007"
"Newar",""
"Female","13665"
"Male","10998"
"Others",""
"Female","339"
"Male","414"
"Rai",""
"Female","385"
"Male","398"
"Sanyasi/Dasnami",""
"Female","1060"
"Male","879"
"Sarki",""
"Female","8073"
"Male","5832"
"Satar/ Santhal",""
"Female","13"
"Male","9"
"Sonar",""
"Female","4"
"Male","8"
"Sudhi",""
"Female","13"
"Male","10"
"Sunuwar",""
"Female","88"
"Male","73"
"Tamang",""
"Female","2243"
"Male","1928"
"Teli",""
"Female","48"
"Male","93"
"Terai Others",""
"Female","73"
"Male","56"
"Thakali",""
"Female","85"
"Male","67"
"Thakuri",""
"Female","4216"
"Male","3224"
"Tharu",""
"Female","154"
"Male","214"
"Undefined Others",""
"Female","41"
"Male","39"
"Yadav",""
"Female","168"
"Male","121"
