"Population by Mother tongue","Number"
"Bangla",""
"Female","25"
"Male","46"
"Bhojpuri",""
"Female","396"
"Male","751"
"Bhujel",""
"Female","564"
"Male","529"
"Bote",""
"Female","403"
"Male","371"
"Chepang",""
"Female","78"
"Male","81"
"Darai",""
"Female","2039"
"Male","1661"
"Doteli",""
"Female","19"
"Male","14"
"Dura",""
"Female","162"
"Male","147"
"Gurung",""
"Female","15208"
"Male","11565"
"Hindi",""
"Female","139"
"Male","307"
"Kham",""
"Female","93"
"Male","65"
"Kumal",""
"Female","513"
"Male","384"
"Lhopa",""
"Female","28"
"Male","28"
"Limbu",""
"Female","4"
"Male","7"
"Magar",""
"Female","38254"
"Male","28916"
"Maithili",""
"Female","129"
"Male","265"
"Musalman",""
"Female","15"
"Male","7"
"Nepali",""
"Female","110916"
"Male","86880"
"Newar",""
"Female","7247"
"Male","5837"
"Not Reported",""
"Female","486"
"Male","356"
"Others",""
"Female","183"
"Male","170"
"Rai",""
"Female","123"
"Male","174"
"Sign Language",""
"Female","52"
"Male","36"
"Sunuwar",""
"Female","4"
"Male","11"
"Tamang",""
"Female","1125"
"Male","975"
"Thakali",""
"Female","37"
"Male","25"
"Tharu",""
"Female","77"
"Male","118"
"Urdu",""
"Female","1368"
"Male","1134"
