"Population by disability type","Number"
"Blind/low vision",""
"Female","6"
"Male","2"
"","8"
"Deaf/hard of hearing",""
"Female","2"
"Male","1"
"","3"
"Deaf-Blind",""
"Female","2"
"Male","0"
"","2"
"Intellectual disable",""
"Female","0"
"Male","0"
"","0"
"Mental disable",""
"Female","1"
"Male","2"
"","3"
"Multiple disable",""
"Female","2"
"Male","0"
"","2"
"No disability",""
"Female","1138"
"Male","961"
"","2099"
"Physical",""
"Female","3"
"Male","3"
"","6"
"Speech problem",""
"Female","3"
"Male","0"
"","3"
