"Population by Educational Attainment","Number"
"Beginners",""
"Female","175"
"Male","179"
"","354"
"Graduate and Equivalent",""
"Female","2"
"Male","15"
"","17"
"Intermediate and Equivalent",""
"Female","13"
"Male","68"
"","81"
"Level not Stated",""
"Female","3"
"Male","3"
"","6"
"Lower Secondary (Class 6-8)",""
"Female","109"
"Male","263"
"","372"
"Non Formal Education",""
"Female","21"
"Male","54"
"","75"
"Others",""
"Female","0"
"Male","3"
"","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","2"
"","2"
"Primary Education (1-5 Class)",""
"Female","523"
"Male","665"
"","1188"
"Secondary Level (Class 9-10)",""
"Female","49"
"Male","219"
"","268"
"SLC and Equivalent",""
"Female","34"
"Male","139"
"","173"
