"Population by Mother tongue","Number"
"Avadhi",""
"Female","301"
"Male","317"
"","618"
"Baitadeli",""
"Female","212"
"Male","204"
"","416"
"Bajjika",""
"Female","183028"
"Male","194112"
"","377140"
"Bangla",""
"Female","12"
"Male","18"
"","30"
"Bhojpuri",""
"Female","3310"
"Male","3527"
"","6837"
"Bhujel",""
"Female","93"
"Male","76"
"","169"
"Bote",""
"Female","176"
"Male","182"
"","358"
"Chamling",""
"Female","12"
"Male","10"
"","22"
"Danuwar",""
"Female","1821"
"Male","1806"
"","3627"
"Doteli",""
"Female","17"
"Male","15"
"","32"
"Gurung",""
"Female","106"
"Male","83"
"","189"
"Hayu/Vayu",""
"Female","17"
"Male","8"
"","25"
"Hindi",""
"Female","963"
"Male","1059"
"","2022"
"Hyolmo/Yholmo",""
"Female","85"
"Male","86"
"","171"
"Limbu",""
"Female","56"
"Male","43"
"","99"
"Magahi",""
"Female","540"
"Male","607"
"","1147"
"Magar",""
"Female","5571"
"Male","5115"
"","10686"
"Maithili",""
"Female","79726"
"Male","83776"
"","163502"
"Majhi",""
"Female","791"
"Male","784"
"","1575"
"Nachhiring",""
"Female","12"
"Male","8"
"","20"
"Nepali",""
"Female","47245"
"Male","43523"
"","90768"
"Newar",""
"Female","1459"
"Male","1432"
"","2891"
"Not Reported",""
"Female","1627"
"Male","1675"
"","3302"
"Others",""
"Female","435"
"Male","279"
"","714"
"Rai",""
"Female","321"
"Male","321"
"","642"
"Rajsthani",""
"Female","60"
"Male","61"
"","121"
"Sanskrit",""
"Female","6"
"Male","10"
"","16"
"Sherpa",""
"Female","16"
"Male","17"
"","33"
"Sign Language",""
"Female","3"
"Male","8"
"","11"
"Sunuwar",""
"Female","210"
"Male","225"
"","435"
"Tamang",""
"Female","18992"
"Male","17822"
"","36814"
"Thami",""
"Female","99"
"Male","85"
"","184"
"Tharu",""
"Female","8120"
"Male","7658"
"","15778"
"Thulung",""
"Female","12"
"Male","7"
"","19"
"Uranw/Urau",""
"Female","51"
"Male","53"
"","104"
"Urdu",""
"Female","24346"
"Male","24368"
"","48714"
"Wambule",""
"Female","53"
"Male","46"
"","99"
