"Population by Educational Attainment","Number"
"Beginners",""
"Female","4940"
"Male","6172"
"","11112"
"Graduate and Equivalent",""
"Female","1338"
"Male","4679"
"","6017"
"Intermediate and Equivalent",""
"Female","6012"
"Male","11730"
"","17742"
"Level not Stated",""
"Female","1255"
"Male","1541"
"","2796"
"Lower Secondary (Class 6-8)",""
"Female","23607"
"Male","38931"
"","62538"
"Non Formal Education",""
"Female","2689"
"Male","3535"
"","6224"
"Others",""
"Female","225"
"Male","301"
"","526"
"Post Graduate Equivalent and Above",""
"Female","223"
"Male","1298"
"","1521"
"Primary Education (1-5 Class)",""
"Female","63928"
"Male","87118"
"","151046"
"Secondary Level (Class 9-10)",""
"Female","10991"
"Male","20725"
"","31716"
"SLC and Equivalent",""
"Female","10840"
"Male","19371"
"","30211"
