"Population by disability type","Number"
"Blind/low vision",""
"Female","884"
"Male","931"
"","1815"
"Deaf/hard of hearing",""
"Female","438"
"Male","551"
"","989"
"Deaf-Blind",""
"Female","91"
"Male","96"
"","187"
"Intellectual disable",""
"Female","122"
"Male","195"
"","317"
"Mental disable",""
"Female","229"
"Male","346"
"","575"
"Multiple disable",""
"Female","273"
"Male","361"
"","634"
"No disability",""
"Female","375907"
"Male","383842"
"","759749"
"Physical",""
"Female","1338"
"Male","2202"
"","3540"
"Speech problem",""
"Female","622"
"Male","902"
"","1524"
