"Population by Educational Attainment","Number"
"Beginners",""
"Female","98"
"Male","148"
"","246"
"Graduate and Equivalent",""
"Female","63"
"Male","177"
"","240"
"Intermediate and Equivalent",""
"Female","152"
"Male","495"
"","647"
"Level not Stated",""
"Female","79"
"Male","117"
"","196"
"Lower Secondary (Class 6-8)",""
"Female","1141"
"Male","2930"
"","4071"
"Non Formal Education",""
"Female","19"
"Male","20"
"","39"
"Others",""
"Female","4"
"Male","5"
"","9"
"Post Graduate Equivalent and Above",""
"Female","17"
"Male","51"
"","68"
"Primary Education (1-5 Class)",""
"Female","4099"
"Male","5630"
"","9729"
"Secondary Level (Class 9-10)",""
"Female","443"
"Male","1599"
"","2042"
"SLC and Equivalent",""
"Female","96"
"Male","416"
"","512"
