"Population by disability type","Number"
"Blind/low vision",""
"Female","22"
"Male","17"
"","39"
"Deaf/hard of hearing",""
"Female","11"
"Male","14"
"","25"
"Deaf-Blind",""
"Female","4"
"Male","8"
"","12"
"Intellectual disable",""
"Female","3"
"Male","3"
"","6"
"Mental disable",""
"Female","9"
"Male","22"
"","31"
"Multiple disable",""
"Female","5"
"Male","12"
"","17"
"No disability",""
"Female","18634"
"Male","19899"
"","38533"
"Physical",""
"Female","39"
"Male","52"
"","91"
"Speech problem",""
"Female","10"
"Male","12"
"","22"
