"Population by Educational Attainment","Number"
"Beginners",""
"Female","170"
"Male","202"
"Graduate and Equivalent",""
"Female","15"
"Male","51"
"Intermediate and Equivalent",""
"Female","113"
"Male","129"
"Level not Stated",""
"Female","11"
"Male","7"
"Lower Secondary (Class 6-8)",""
"Female","1223"
"Male","1099"
"Non Formal Education",""
"Female","368"
"Male","174"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","16"
"Primary Education (1-5 Class)",""
"Female","2136"
"Male","2225"
"Secondary Level (Class 9-10)",""
"Female","625"
"Male","635"
"SLC and Equivalent",""
"Female","328"
"Male","327"
