"Population by Single Year of Age","Number"
"0",""
"Female","392"
"Male","385"
"1",""
"Female","357"
"Male","343"
"10",""
"Female","583"
"Male","600"
"11",""
"Female","400"
"Male","367"
"12",""
"Female","625"
"Male","645"
"13",""
"Female","393"
"Male","447"
"14",""
"Female","448"
"Male","472"
"15",""
"Female","413"
"Male","409"
"16",""
"Female","434"
"Male","424"
"17",""
"Female","253"
"Male","261"
"18",""
"Female","461"
"Male","431"
"19",""
"Female","269"
"Male","237"
"2",""
"Female","483"
"Male","477"
"20",""
"Female","317"
"Male","306"
"21",""
"Female","262"
"Male","218"
"22",""
"Female","366"
"Male","320"
"23",""
"Female","233"
"Male","192"
"24",""
"Female","232"
"Male","190"
"25",""
"Female","381"
"Male","293"
"26",""
"Female","263"
"Male","204"
"27",""
"Female","217"
"Male","189"
"28",""
"Female","314"
"Male","303"
"29",""
"Female","112"
"Male","126"
"3",""
"Female","493"
"Male","495"
"30",""
"Female","466"
"Male","352"
"31",""
"Female","122"
"Male","89"
"32",""
"Female","254"
"Male","252"
"33",""
"Female","121"
"Male","124"
"34",""
"Female","97"
"Male","116"
"35",""
"Female","470"
"Male","410"
"36",""
"Female","157"
"Male","187"
"37",""
"Female","76"
"Male","76"
"38",""
"Female","176"
"Male","202"
"39",""
"Female","81"
"Male","57"
"4",""
"Female","518"
"Male","498"
"40",""
"Female","417"
"Male","402"
"41",""
"Female","58"
"Male","76"
"42",""
"Female","119"
"Male","134"
"43",""
"Female","64"
"Male","66"
"44",""
"Female","73"
"Male","67"
"45",""
"Female","329"
"Male","288"
"46",""
"Female","63"
"Male","78"
"47",""
"Female","45"
"Male","63"
"48",""
"Female","151"
"Male","133"
"49",""
"Female","60"
"Male","62"
"5",""
"Female","585"
"Male","544"
"50",""
"Female","319"
"Male","348"
"51",""
"Female","61"
"Male","67"
"52",""
"Female","99"
"Male","120"
"53",""
"Female","54"
"Male","61"
"54",""
"Female","52"
"Male","43"
"55",""
"Female","177"
"Male","218"
"56",""
"Female","48"
"Male","81"
"57",""
"Female","36"
"Male","49"
"58",""
"Female","72"
"Male","72"
"59",""
"Female","40"
"Male","35"
"6",""
"Female","554"
"Male","549"
"60",""
"Female","232"
"Male","256"
"61",""
"Female","29"
"Male","46"
"62",""
"Female","64"
"Male","80"
"63",""
"Female","19"
"Male","41"
"64",""
"Female","21"
"Male","29"
"65",""
"Female","90"
"Male","97"
"66",""
"Female","23"
"Male","31"
"67",""
"Female","16"
"Male","25"
"68",""
"Female","25"
"Male","35"
"69",""
"Female","4"
"Male","9"
"7",""
"Female","512"
"Male","486"
"70",""
"Female","60"
"Male","83"
"71",""
"Female","7"
"Male","7"
"72",""
"Female","15"
"Male","21"
"73",""
"Female","4"
"Male","10"
"74",""
"Female","6"
"Male","6"
"75",""
"Female","16"
"Male","15"
"76",""
"Female","5"
"Male","3"
"77",""
"Female","3"
"Male","4"
"78",""
"Female","7"
"Male","4"
"79",""
"Female","2"
"Male","3"
"8",""
"Female","592"
"Male","604"
"80",""
"Female","18"
"Male","17"
"81",""
"Female","2"
"Male","3"
"82",""
"Female","2"
"Male","2"
"83",""
"Female","0"
"Male","2"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","16"
"Male","8"
"9",""
"Female","474"
"Male","464"
