"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","22"
"Male","35"
"Badi",""
"Female","509"
"Male","418"
"Bangali",""
"Female","91"
"Male","124"
"Baraee",""
"Female","16"
"Male","27"
"Bote",""
"Female","34"
"Male","31"
"Brahman - Hill",""
"Female","19956"
"Male","16927"
"Brahman - Tarai",""
"Female","343"
"Male","383"
"Chamar/ Harijan/ Ram",""
"Female","1691"
"Male","1855"
"Chepang /Praja",""
"Female","14"
"Male","15"
"Chhetri",""
"Female","26377"
"Male","21411"
"Chidimar",""
"Female","7"
"Male","13"
"Dalit Others",""
"Female","488"
"Male","544"
"Damai/Dholi",""
"Female","4046"
"Male","3576"
"Darai",""
"Female","49"
"Male","37"
"Dhanuk",""
"Female","17"
"Male","13"
"Dhobi",""
"Female","425"
"Male","451"
"Dusadh/ Pasawan/ Pasi",""
"Female","624"
"Male","653"
"Foreigner",""
"Female","13"
"Male","11"
"Gaderi/Bhedihar",""
"Female","88"
"Male","93"
"Gaine",""
"Female","153"
"Male","125"
"Ghale",""
"Female","6"
"Male","5"
"Gharti/Bhujel",""
"Female","100"
"Male","80"
"Gurung",""
"Female","1624"
"Male","1292"
"Hajam/Thakur",""
"Female","340"
"Male","366"
"Halwai",""
"Female","313"
"Male","356"
"Kahar",""
"Female","24"
"Male","23"
"Kalwar",""
"Female","89"
"Male","102"
"Kami",""
"Female","13140"
"Male","11088"
"Kanu",""
"Female","29"
"Male","32"
"Kathabaniyan",""
"Female","378"
"Male","421"
"Kayastha",""
"Female","272"
"Male","297"
"Kewat",""
"Female","75"
"Male","85"
"Koiri/Kushwaha",""
"Female","180"
"Male","179"
"Kori",""
"Female","49"
"Male","72"
"Kumal",""
"Female","181"
"Male","171"
"Kumhar",""
"Female","13"
"Male","13"
"Kurmi",""
"Female","571"
"Male","622"
"Lodh",""
"Female","1748"
"Male","1945"
"Lohar",""
"Female","349"
"Male","328"
"Magar",""
"Female","6594"
"Male","5603"
"Majhi",""
"Female","47"
"Male","32"
"Mallaha",""
"Female","2251"
"Male","2435"
"Marwadi",""
"Female","22"
"Male","36"
"Musahar",""
"Female","16"
"Male","22"
"Musalman",""
"Female","5529"
"Male","5533"
"Newar",""
"Female","1243"
"Male","1087"
"Others",""
"Female","296"
"Male","212"
"Pattharkatta/ Kushwadiya",""
"Female","57"
"Male","51"
"Punjabi/Sikh",""
"Female","8"
"Male","10"
"Rai",""
"Female","58"
"Male","39"
"Rajbansi",""
"Female","136"
"Male","140"
"Rajbhar",""
"Female","32"
"Male","41"
"Raji",""
"Female","406"
"Male","396"
"Rajput",""
"Female","11"
"Male","21"
"Sanyasi/Dasnami",""
"Female","1663"
"Male","1401"
"Sarki",""
"Female","1382"
"Male","1153"
"Satar/ Santhal",""
"Female","79"
"Male","89"
"Sherpa",""
"Female","39"
"Male","29"
"Sonar",""
"Female","8"
"Male","10"
"Sudhi",""
"Female","6"
"Male","6"
"Tamang",""
"Female","590"
"Male","486"
"Tatma/Tatwa",""
"Female","11"
"Male","4"
"Teli",""
"Female","274"
"Male","297"
"Terai Others",""
"Female","687"
"Male","655"
"Thakuri",""
"Female","5414"
"Male","4404"
"Tharu",""
"Female","116025"
"Male","109619"
"Undefined Others",""
"Female","20"
"Male","16"
"Yadav",""
"Female","3865"
"Male","4199"
"Yakkha",""
"Female","78"
"Male","75"
