"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","197"
"Male","168"
"Brahman - Hill",""
"Female","907"
"Male","797"
"Chhetri",""
"Female","9434"
"Male","8274"
"Damai/Dholi",""
"Female","944"
"Male","804"
"Gaine",""
"Female","46"
"Male","41"
"Gharti/Bhujel",""
"Female","6"
"Male","8"
"Gurung",""
"Female","152"
"Male","140"
"Halwai",""
"Female","11"
"Male","15"
"Kami",""
"Female","5365"
"Male","4363"
"Kathabaniyan",""
"Female","4"
"Male","8"
"Kayastha",""
"Female","4"
"Male","7"
"Magar",""
"Female","2953"
"Male","2619"
"Musalman",""
"Female","47"
"Male","58"
"Newar",""
"Female","85"
"Male","67"
"Others",""
"Female","40"
"Male","33"
"Rai",""
"Female","12"
"Male","14"
"Raji",""
"Female","98"
"Male","81"
"Sanyasi/Dasnami",""
"Female","226"
"Male","194"
"Sarki",""
"Female","1096"
"Male","928"
"Tamang",""
"Female","18"
"Male","20"
"Terai Others",""
"Female","7"
"Male","4"
"Thakuri",""
"Female","582"
"Male","482"
"Tharu",""
"Female","28"
"Male","20"
