"Population by Educational Attainment","Number"
"Beginners",""
"Female","502"
"Male","587"
"Graduate and Equivalent",""
"Female","38"
"Male","134"
"Intermediate and Equivalent",""
"Female","273"
"Male","379"
"Level not Stated",""
"Female","60"
"Male","36"
"Lower Secondary (Class 6-8)",""
"Female","3254"
"Male","3178"
"Non Formal Education",""
"Female","711"
"Male","399"
"Others",""
"Female","11"
"Male","19"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","20"
"Primary Education (1-5 Class)",""
"Female","6379"
"Male","6687"
"Secondary Level (Class 9-10)",""
"Female","1253"
"Male","1361"
"SLC and Equivalent",""
"Female","638"
"Male","745"
