"Population by Single Year of Age","Number"
"0",""
"Female","441"
"Male","442"
"1",""
"Female","367"
"Male","406"
"10",""
"Female","640"
"Male","707"
"11",""
"Female","603"
"Male","565"
"12",""
"Female","687"
"Male","747"
"13",""
"Female","603"
"Male","547"
"14",""
"Female","656"
"Male","591"
"15",""
"Female","517"
"Male","493"
"16",""
"Female","501"
"Male","459"
"17",""
"Female","503"
"Male","396"
"18",""
"Female","627"
"Male","545"
"19",""
"Female","445"
"Male","333"
"2",""
"Female","489"
"Male","515"
"20",""
"Female","517"
"Male","336"
"21",""
"Female","454"
"Male","313"
"22",""
"Female","512"
"Male","368"
"23",""
"Female","390"
"Male","270"
"24",""
"Female","449"
"Male","304"
"25",""
"Female","454"
"Male","266"
"26",""
"Female","389"
"Male","222"
"27",""
"Female","353"
"Male","201"
"28",""
"Female","438"
"Male","245"
"29",""
"Female","224"
"Male","156"
"3",""
"Female","524"
"Male","540"
"30",""
"Female","571"
"Male","322"
"31",""
"Female","194"
"Male","151"
"32",""
"Female","337"
"Male","270"
"33",""
"Female","209"
"Male","168"
"34",""
"Female","225"
"Male","176"
"35",""
"Female","467"
"Male","316"
"36",""
"Female","232"
"Male","182"
"37",""
"Female","136"
"Male","120"
"38",""
"Female","236"
"Male","209"
"39",""
"Female","140"
"Male","128"
"4",""
"Female","531"
"Male","608"
"40",""
"Female","482"
"Male","302"
"41",""
"Female","127"
"Male","118"
"42",""
"Female","171"
"Male","172"
"43",""
"Female","112"
"Male","121"
"44",""
"Female","101"
"Male","96"
"45",""
"Female","386"
"Male","238"
"46",""
"Female","133"
"Male","116"
"47",""
"Female","110"
"Male","88"
"48",""
"Female","182"
"Male","154"
"49",""
"Female","86"
"Male","96"
"5",""
"Female","605"
"Male","619"
"50",""
"Female","340"
"Male","267"
"51",""
"Female","94"
"Male","97"
"52",""
"Female","141"
"Male","166"
"53",""
"Female","69"
"Male","93"
"54",""
"Female","71"
"Male","56"
"55",""
"Female","160"
"Male","177"
"56",""
"Female","106"
"Male","97"
"57",""
"Female","68"
"Male","74"
"58",""
"Female","107"
"Male","119"
"59",""
"Female","81"
"Male","73"
"6",""
"Female","548"
"Male","593"
"60",""
"Female","275"
"Male","225"
"61",""
"Female","85"
"Male","87"
"62",""
"Female","87"
"Male","74"
"63",""
"Female","59"
"Male","57"
"64",""
"Female","47"
"Male","52"
"65",""
"Female","153"
"Male","118"
"66",""
"Female","52"
"Male","56"
"67",""
"Female","29"
"Male","53"
"68",""
"Female","61"
"Male","93"
"69",""
"Female","22"
"Male","50"
"7",""
"Female","529"
"Male","524"
"70",""
"Female","89"
"Male","78"
"71",""
"Female","25"
"Male","29"
"72",""
"Female","35"
"Male","39"
"73",""
"Female","22"
"Male","16"
"74",""
"Female","13"
"Male","14"
"75",""
"Female","39"
"Male","38"
"76",""
"Female","12"
"Male","19"
"77",""
"Female","14"
"Male","20"
"78",""
"Female","24"
"Male","20"
"79",""
"Female","11"
"Male","10"
"8",""
"Female","648"
"Male","722"
"80",""
"Female","39"
"Male","29"
"81",""
"Female","10"
"Male","4"
"82",""
"Female","6"
"Male","11"
"83",""
"Female","2"
"Male","4"
"84",""
"Female","3"
"Male","9"
"85",""
"Female","31"
"Male","26"
"9",""
"Female","537"
"Male","539"
